"label","text"
0," DO NOT EVER TELL ME WE DON’T HAVE SERIOUS ISSUES IN OUR JUSTICE SYSTEM! This hurts my heart and soul to its core! Systemic racism is a very real problem in America stop pretending it doesn’t exist! "
2," Great win for England but I’m with Liam Brady, I’d love to see Croatia beat Russia and England and land in the World Cup final #ENGSWE #Hrvatska"
0," You *are* going to be a wonderful mom, . Teared up again thinking of just how bad it was and scared to think how much more worse it could have easily been. "
1," Though I thought I had toiled in vain,for nothing and for naught spent my strength, Yet my right is with the LORD,my recompense is with my God. Isaiah 49:4"
0," The Admin’s proposal to gut protections that prevent federal contractors from discriminating against #LGBTQ Americans, women &amp; other minorities displays their blatantly bigoted and downright dangerous policies. "
1," Exactly right, there is not going to be a ""new normal"". We are not going to constantly play this game of taking two steps backwards on our Rights &amp; Liberties, then jump for joy when they return one step, like after 9/11. #IA01 #KAG #FoxNews"
1," This persons account has been suspended but if this is true, it really shows that this is a battle between the powers of the evil one and the Grace of Christ. "
0," Giuliani on his privileged #Covid19 care: “If it wasn’t me, I wouldn’t have been put in a hospital frankly. Sometimes when you’re a celebrity, they’re worried if something happens to you they’re going to examine it more carefully, and do everything right.” (via )"
0," Hypocrite foul mouth wants zero accountability for who encouraged the violent insurrection but wants to apologize. Miss me with your phony moral outrage."
1," Vegas Democratic Mayor Switches to Republican: ‘Not the Party I Can Stand with Anymore’ "
2," Tucker Breaks Internet With Monologue On Julian Assange Pardon "
1," Here is a real solution. The police should take a brake from arresting anyone for ""several weeks"" &amp; spend time talking. That is called appeasement &amp; it has never worked. How about trying to obey the law &amp; the social distancing rules while your at it #KAG "
1," 📣 New Podcast! ""Fr. Frank Pavone's Homily for March 23, 2021: What Jesus Means When He Calls Himself “I AM”"" on "
3," ~Follow “The Sharpe Way”~ •Facebook: The Sharpe Way •Twitter: The Sharpe Way •Instagram: The Sharpe Way @ sharpe_way •YouTube: The Sharpe Way #SharpeWay #LarrySharpe #libertarian #liberty #communication #mutualrespect"
1," A great comfort to the City during 9/11. It is once again a great comfort. Thank you ⁦⁩. "
2," Cities can lead a green revolution after Covid. In Barcelona, they plan to transform the entire central grid of the city into a greener, pedestrian-friendly &amp; almost car-free area. Bravo! London, Manchester &amp; Birmingham etc should follow "
1," The Insanity of Government Control Demonstrates Why America Was Founded To Be The Exact Opposite Watch the whole show here: "
2," The new US congress will have more LGBT+ house representatives and senators than ever before, and will also have record numbers of women and Black people. Hurrah! "
0," Folks, we’re just a few hours away from our critical end-of-month fundraising deadline. We need everyone to step up so we can hit our goal and make sure we can go toe-to-toe with President Trump. If you're able, please chip in today: "
0," As much as so many of us are sick and tired of hearing #Trump’s name, the sad reality is that we ignore him at our own risk: He - or a like-minded surrogate that stands in for him - remains a clear and present danger to America’s future. is spot on."
0," The U.S. Supreme Court has rightly dismissed out of hand the sham GOP lawsuit to overturn the will of millions of American voters."
3," The Libertarian Party came out of the 2018 midterm elections with the best ballot access that any third party has achieved at this stage in the election cycle since 1914! Keep the momentum going by chipping in for our 2020 ballot access drive now! "
3," New from : ""Liberals and libertarians alike ought to respect a man who reclaimed the righteous tradition of setting a check on the absolutist powers of rulers and of urging rebellion when such rulers turned tyrannous."" - "
2," EU urged to ban discriminatory AI tools that detect gender, sexuality etc. Draft EU rules include curbs on AI technology like facial recognition, but not on systems that detect gender, sexuality, race or disability Danger this will empower discrimination "
0," The GOP has already committed political suicide.. Sedition, incitement of violence (REPEATEDLY) 365K Dead americans, millions sick, millions unemployed and yet over 100 un american members of congress move to overturn an election. INSANITY! 100+ Republicans Deserve Expulsion!"
0," THANK YOU SO MUCH!!!😭 we will send you your mask!"
3," i imagine if you're rent-controlled and #MinimumWage, you're gonna want huge increase in non-controlled rents? wheels-in-wheels-in-wheels. an economist might think when things start to get complex, maybe market is gonna be wiser than our schemin'"
2," Kamala Harris is vacating her Senate Seat. Would love to see fill it. A passionate progressive fighter for human rights! "
0," A job is about a lot more than a paycheck. It's about dignity. It's about respect. It's about being able to look your kid in the eye and say everything will be okay. Too many people today can't do that — and it's got to change."
2," #IDoNotLikeJoeBiden "
0," Investigate for his actions concerning Georgia! He is a traitor and a two faced lying, ass kissing hot mess! #SouthCarolina do better! "
2," This is America. This is a police state ensuring ""unity."" "
